Kategori,Şehir,İlçe,Firma Adı,Adres,Açıklama,Telefon,E-posta,Web Sitesi,Enlem,Boylam
Plastik-Cerrahi,Istanbul,Sultangazi,Mehmet Veli̇ Karaaltin Muayenehanesi̇- Karaaltin Sağlik Hi̇zmetleri̇ San.Ti̇c.Ltd.Şti̇.,"Vişnezade Mah. Bayıldım Cad. 14 Balıklı Apt. D:5 Beşiktaş, İstanbul",Yok,2123254242,klinik@drkaraaltin.com,http://www.drkaraaltin.com,41.042866,28.995923
Plastik-Cerrahi,Istanbul,Sultangazi,Gürler Akinbi̇ngöl Muayenehanesi̇(Gürler Akınbingöl),"Zeytinlik Mah. Fişekhane Cad. 54 Bakırköy, İstanbul",Yok,2124661250,gurlera@gamil.com,veri yok,40.978174,28.870101
Plastik-Cerrahi,Istanbul,Sultangazi,Fuat Yüksel Muayenehanesi̇(Fuat Yüksel),"Fenerbahçe Mah. Fener Kalamış Cad. 12 Kadıköy, İstanbul",Yok,2163383908,veri yok,veri yok,40.980662,29.041173
Plastik-Cerrahi,Istanbul,Sultangazi,Hüseyi̇n Özcan Çakmak Muayenehanesi̇(Hüseyin Özcan Çakmak),"Göztepe Mah. Bağdat Cad. 201 Kadıköy, İstanbul",Yok,2163500051,info@ozcancakmak.com,http://www.ozcancakmak.com,40.974189,29.055423
Plastik-Cerrahi,Istanbul,Sultangazi,Aresteti̇k(Hamidreza Samani),"Zuhuratbaba Mah. İncirli Cad. Yıldız Sitesi 9/A Blok Kat:3 D:7 Bakırköy, İstanbul",Yok,2122330016,iletisim@arestetik.com.tr,http://www.arestetik.com.tr,40.988317,28.871886
Plastik-Cerrahi,Istanbul,Sultangazi,Volkan Serdar Otrakçı,"Levent Mah. Nisbetiye Cad. Aydın Sok. 1 1. Levent, Beşiktaş, İstanbul",Yok,2123256161,veri yok,veri yok,41.072351,29.018254
Plastik-Cerrahi,Istanbul,Sultangazi,Atakan Aydın,"Şehremini Mah. Turgut Özal Millet Cad. 47 Çapa, Fatih, İstanbul",Yok,2124142000,veri yok,veri yok,41.011535,28.940543
Plastik-Cerrahi,Istanbul,Sultangazi,Gürhan Özcan Muayenehanesi̇(Gürhan Özcan),"Teşvikiye Mah. Güzel Bahçe Sok. 29 D:4 Şişli, İstanbul",Yok,2122194993,veri yok,veri yok,41.05362,28.994924
Plastik-Cerrahi,Istanbul,Sultangazi,Tahsi̇n Görgülü Muayenehanesi̇,"Barbaros Mah. Akzambak Sok. 3 Uphill Towers B Blok K:19 D:111 Ataşehir, İstanbul",Yok,2166889030,dr@tahsingorgulu.com,http://tahsingorgulu.com,40.996826,29.110709
Plastik-Cerrahi,Istanbul,Sultangazi,Kemal Uğurlu Muayenehanesi̇(Kemal Uğurlu),"Cumhuriyet Mah. Halaskargazi Cad. 111 Şişli, İstanbul",Yok,2122411388,veri yok,veri yok,41.054331,28.986891
Plastik-Cerrahi,Istanbul,Sultangazi,Azi̇met Özdemi̇r Muayenehanesi̇,"Halaskargazi Mah. Halaskargazi Cad. 10 Şişli, İstanbul",Yok,2122349699,veri yok,http://www.azimetozdemir.com.tr,41.050113,28.987832
Plastik-Cerrahi,Istanbul,Sultangazi,Altuğ Altınkaya,"Darüşşafaka Mah. Büyükdere Cad. 40 Maslak, Sarıyer, İstanbul",Yok,2123044444,veri yok,veri yok,41.121044,29.024023
Plastik-Cerrahi,Istanbul,Sultangazi,Dr Aesthetic(Serkan Yıldırım),"Feneryolu Mah. Camtepe Sok. 2 D:10 Kadıköy, İstanbul",Yok,2165652211,veri yok,http://www.draesthetic.net,40.984228,29.054887
Plastik-Cerrahi,Istanbul,Sultangazi,Osman Akdağ,"Ardıçlı Mah. Yeni İstanbul Cad. Alaeddin Keykubat Kampüsü Selçuklu, Konya",Yok,3322415000,veri yok,veri yok,38.022252,32.508609
Plastik-Cerrahi,Istanbul,Sultangazi,Fi̇kret Çeli̇k Kli̇ni̇k(Fikret Çelik),"Caddebostan Mah. Caddebostan Plaj Yolu Sok. 1 Yaşar Apt. D:2 Kadıköy, İstanbul",Yok,2164673900,info@fikretcelik.com,http://www.fikretcelik.com,40.968691,29.064299
Plastik-Cerrahi,Istanbul,Sultangazi,Orhan Babucçu,"Harbiye Mah. Vali Konağı Cad. 14 Şişli, İstanbul",Yok,2122343451,veri yok,veri yok,41.050586,28.990271
Plastik-Cerrahi,Istanbul,Sultangazi,Quartz Kli̇ni̇k- Arvas Sağlik Hi̇zmetleri̇ Ti̇c.Ltd.Şti̇. (Leyla Arvas),"Harbiye Mah. Abdi İpekçi Cad. 19 Park Apt. K:2 Şişli, İstanbul",Yok,2122414624,info@quartzclinique.com,http://www.quartzclinique.com,41.04999,28.99186416
Plastik-Cerrahi,Istanbul,Sultangazi,Mehmet Köksal Muayenehanesi̇,"Teşvikiye Mah. Valikonağı Cad. 85 Nişantaşı, Şişli, İstanbul",Yok,5322125582,drmehmetkoksal@gmail.com,http://www.drmehmetkoksal.com,41.051539,28.991002
Plastik-Cerrahi,Istanbul,Sultangazi,Dr. Ahmet Atalik Sağlikli Yaşam Merkezi̇(Ahmet Atalık),"Mimar Sinan Mah. Özge Sok. 1/21 Zin D İş Mrk. K:4 Çekmeköy, İstanbul",Yok,2166414152,veri yok,http://www.ahmetatalik.com,41.031152,29.173304
Plastik-Cerrahi,Istanbul,Sultangazi,Harun Özkan Muayenehanesi̇(Harun Özkan),"Süadiye Mah. Süadiye Cami Sok. 4 Seda Apt. K:7 D:18 Kadıköy, İstanbul",Yok,2163846201,drharunozkan@gmail.com,http://harunozkan.com.tr,40.962338,29.080194
Plastik-Cerrahi,Istanbul,Sultangazi,Ahmet Bahadir Muayenehanesi̇ Ve Ozon Tedavi̇ Merkezi̇(Ahmet Bahadır),"Yeşilköy Mah. Karanfil Bahçesi Sok. 11/1 Çınarcık Apt. Bakırköy, İstanbul",Medikal Estetik Uzmanı,2125737121,"dr@ahmetbahadir.com.tr 
",http://www.ahmetbahadir.com.tr,40.960024,28.835595
Plastik-Cerrahi,Istanbul,Sultangazi,Ali̇ Gürlek Muayenehanesi̇(Ali Gürlek),"Zeytinlik Mah. Halit Ziya Uşaklıgil Cad. 3/A Bakırköy, İstanbul",Yok,2125720595,veri yok,veri yok,40.976837,28.872627
Plastik-Cerrahi,Istanbul,Sultangazi,Ekrem Keski̇n Muayenehanesi̇,"Merdivenköy Mah. Fahrettin Kerim Gökay Cad. Şehit Emre Mete Sok. 2 D:14 Kadıköy, İstanbul",Yok,5339302222,bilgi@ekremkeskin.com,http://www.ekremkeskin.com,40.980905,29.07326
Plastik-Cerrahi,Istanbul,Sultangazi,Meti̇n Kerem Kli̇ni̇ği̇(Metin Kerem),"Etiler Mah. Bıyıklı Mehmet Paşa Sok. 30 Beşiktaş, İstanbul",Yok,2122578000,info@metinkerem.com,http://www.metinkerem.com,41.079525,29.037227
Plastik-Cerrahi,Istanbul,Sultangazi,Faik Tekin Gümüşoğlu,"Meşrutiyet Mah. Valikonağı Cad. 127 D:1 Şişli, İstanbul",Yok,2122249981,veri yok,veri yok,41.053392,28.993236
Plastik-Cerrahi,Istanbul,Sultangazi,Gökçek Kli̇ni̇k(Halil İbrahim Gökçek),"Yenibosna Merkez Mah. İstanbul Vizyonpark A-2 Blok 3. Plaza K:2 D:14 Bahçelievler, İstanbul",Yok,8502020735,gokceklinik@hotmail.com,http://www.gokcekklinik.com,41.002659,28.820085
Plastik-Cerrahi,Istanbul,Sultangazi,Mehmet Bozkurt,"Merkez Mah. Dr. Sadık Ahmet Cad. Bağcılar, İstanbul",Yok,2124404000,veri yok,veri yok,41.026985,28.812181
Plastik-Cerrahi,Istanbul,Sultangazi,Elif Yılmaz,"Elmalıkent Mah. Adem Yavuz Cad. 1 Ümraniye, İstanbul",Yok,2166321818,veri yok,veri yok,41.031789084373,29.101745743199
Plastik-Cerrahi,Istanbul,Sultangazi,Gökhan Gür Muayenehanesi̇(Gökhan Gür),"Küçükbakkalköy Mah. Dudullu Cad. Brandium Rezidans R4 Blok D:124 Ataşehir, İstanbul",Medikal Estetik Uzmanı,2164167070,veri yok,veri yok,40.982527,29.13068
Plastik-Cerrahi,Istanbul,Sultangazi,Osman Kelahmetoğlu,"Yalı Mah. Sahil Yolu Sok. 16 Dragos, Maltepe, İstanbul",Yok,2162516565,veri yok,veri yok,40.910328,29.138859
Plastik-Cerrahi,Istanbul,Sultangazi,Ozan Aslan,"Selimiye Mah. Tıbbiye Cad. 40 Üsküdar, İstanbul",Yok,2165423232,veri yok,veri yok,41.003394,29.021617
Plastik-Cerrahi,Istanbul,Sultangazi,Evren Tevfi̇k İşçi̇ Muayenehanesi̇,"Ataköy 7. 8. 9. 10. Kısım Mah. Çobançeşme E5 Yanyol Cad. 20 Ataköy Towers Dk:122 Bakırköy, İstanbul",Yok,2128308063,drevrenisci@gmail.com,http://drevrenisci.com,40.99159,28.847459
Plastik-Cerrahi,Istanbul,Sultangazi,Siddika Kurul Muayenehanesi̇(Sıddıka Kurul),"Gayrettepe Mah. Yıldız Posta Cad. 6 Ayyıldız Sit. Beşiktaş, İstanbul",Yok,2122885000,skurul@estet.net,http://estet.net,41.066304,29.006824
Plastik-Cerrahi,Istanbul,Sultangazi,Roya Sharghi Muayenehanesi̇(Roya Sharghı),"Teşvikiye Mah. Dr. Müfide Küley Sok. Şişli, İstanbul",Yok,2122195650,veri yok,veri yok,41.051958,28.995963
Plastik-Cerrahi,Istanbul,Sultangazi,Melekber Çavuş Özkan,"Fevzi Çakmak Mah. Muhsin Yazıcıoğlu Cad. 10 Üst Kaynarca, Pendik, İstanbul",Yok,2166570606,veri yok,veri yok,40.889183,29.264475
Plastik-Cerrahi,Istanbul,Sultangazi,İbrahim Yıldırım,"Merkez Mah. Abide-I Hürriyet Cad. Dilaçar Sok. 4 Şişli, İstanbul",Yok,8508005050,veri yok,veri yok,41.063077,28.988579
Plastik-Cerrahi,Istanbul,Sultangazi,Arif Türkmen,"Cerrahpaşa Mah. Koca Mustafapaşa Cad. Fatih, İstanbul",Yok,2124143000,veri yok,veri yok,41.005177,28.936095
Plastik-Cerrahi,Istanbul,Sultangazi,Bülent Koç Ri̇noplasti̇ Merkezi̇(Bülent Koç),"Feneryolu Mah. Çamtepe Sok. 2 Corner Plaza D:11 Kadıköy, İstanbul",Yok,2165659898,rinoplastimerkezi@hotmail.com,http://www.rinoplastimerkezi.com,40.984228,29.054887
Plastik-Cerrahi,Istanbul,Sultangazi,Kli̇ni̇k İstanbul(İsmail Mithat Akan),"Barbaros Mah. Varyap Sheraton Business Tower K:3 Ataşehir, İstanbul",Yok,2169094989,bilgi@klinikistanbul.net,http://mithatakan.com,41.001035,29.103125
Plastik-Cerrahi,Istanbul,Sultangazi,Ba Est Kli̇ni̇k(Banu Hacer Aksoy),"Güzeltepe Mah. Zübeyde Hanım Cad. 33 D:5 Üsküdar, İstanbul",Yok,5550108382,baestklinik@gmail.com,http://www.drbanuaksoy.com,41.054461271392,29.075113373026
Plastik-Cerrahi,Istanbul,Sultangazi,Mustafa Karataş Muayenehanesi̇- Erba Teksti̇l İşletme Hi̇zmetleri̇ İthalat İhracat San.Ti̇c.Ltd.Şti̇.,"Halaskargazi Mah. Vali Konağı Cad. 73 K:6 Şişli, İstanbul",Estetik Uzmanı,2122410364,ddipnot@gmail.com,http://www.drmustafakaratas.com,41.051123,28.990522
Plastik-Cerrahi,Istanbul,Sultangazi,Burcu Celet Özden,"İzzetpaşa Mah. Abide-I Hürriyet Cad. 164 Çağlayan, Şişli, İstanbul",Yok,2123756565,veri yok,veri yok,41.068973,28.983258
Plastik-Cerrahi,Istanbul,Sultangazi,Mahmut Serden Di̇nçler Muayenehanesi̇(Mahmut Serden Dinçler),"Fenerbahçe Mah. Ahmet Mithat Efendi Cad. 22 Kadıköy, İstanbul",Yok,2164505226,veri yok,veri yok,40.974444,29.045744
Plastik-Cerrahi,Istanbul,Sultangazi,Türker Özyi̇ği̇t Muayenehanesi̇,"Yeşilköy Mah. Atatürk Cad. 10 Dünya Tic. Mrk. A3 Blok K:1 D:102 Bakırköy, İstanbul",Yok,2124656082,veri yok,veri yok,40.986197,28.831033
Plastik-Cerrahi,Istanbul,Sultangazi,Este Sense- Ferda Sağlik Esteti̇k Turi̇zm San. Ve Ti̇c.Ltd.Şti̇.,"Harbiye Mah. Vali Konağı Cad. Nizam Palace Şişli, İstanbul",Estetik Merkezi,2122968808,veri yok,veri yok,41.05128897,28.991232
Plastik-Cerrahi,Istanbul,Sultangazi,Mia Plast Esteti̇k Kli̇ni̇ği̇(Arda Katırcıoğlu),"Halaskargazi Mah. Vali Konağı Cad. 73 K:7 D:7 Nişantaşı, Şişli, İstanbul",Yok,2122967442,info@miaplastestetik.com,http://www.miaplastestetik.com,41.051123,28.990522
Plastik-Cerrahi,Istanbul,Sultangazi,Fuat Kurşun,"Beştelsiz Mah. Seyit Nizam Cad. 101. Sok. 107 Zeytinburnu, İstanbul",Yok,2126655050,veri yok,veri yok,41.00326,28.906988
Plastik-Cerrahi,Istanbul,Sultangazi,Altan Yücetaş Muayenehanesi̇,"Teşvikiye Mah. Hakkı Yeten Cad. 11 Terrace Fulya Residence K:5 Şişli, İstanbul",Yok,2122155570,info@altanyucetas.net,http://www.altanyucetas.net,41.054073633595,28.999276711623
Plastik-Cerrahi,Istanbul,Sultangazi,Hamidreza Samani,"Aşık Veysel Mah. Süleyman Demirel Cad. 34 Esenyurt, İstanbul",Yok,4449949,veri yok,veri yok,41.062254,28.678787
Plastik-Cerrahi,Istanbul,Sultangazi,Cemal Cengi̇z Ersezen Muayenehanesi̇(Cemal Cengiz Ersezen),"Süadiye Mah. Bağdat Cad. 21 Kadıköy, İstanbul",Yok,2163858485,veri yok,veri yok,40.985834,29.039319
Plastik-Cerrahi,Istanbul,Sultangazi,Ayşe Öztürk Muayenehanesi̇(Ayşe Öztürk),"Çobançeşme Mah. Sanayi Cad. Nish İstanbul Residence C Blok D:96 Bahçelievler, İstanbul",Yok,2126036602,veri yok,http://www.drayseozturk.com,40.995604,28.82331
Plastik-Cerrahi,Istanbul,Sultangazi,Özgen Kıvanç,"Hürriyet Mah. Eski Edirne Asfaltı Cad. 255. Sok. 124/B Beşyüzevler, Gaziosmanpaşa, İstanbul",Yok,2126145656,veri yok,veri yok,41.072693,28.887703
Plastik-Cerrahi,Istanbul,Sultangazi,Deni̇z Küçükkaya Muayenehanesi̇(Deniz Küçükkaya),"Örnek Mah. Ercüment Batanay Sok. Dumankaya Ikon Rezidans Ataşehir, İstanbul",Yok,2163178838,info@denizkucukkaya.com,http://denizkucukkaya.com,40.993193,29.085099
Plastik-Cerrahi,Istanbul,Sultangazi,Tayfun Aköz Muayenehanesi̇(Tayfun Aköz),"Süadiye Mah. Bağdat Cad. 401 Kadıköy, İstanbul",Yok,2164112223,veri yok,veri yok,40.961329,29.079076
Plastik-Cerrahi,Istanbul,Sultangazi,Bahatti̇n Çeli̇köz Muayenehanesi̇(Bahattin Çeliköz),"Süadiye Mah. Bağdat Cad. 456 D:3 Kadıköy, İstanbul",Yok,2163698080,info@drbahattincelikoz.com,http://www.drbahattincelikoz.com,40.957774102342,29.085503017215
Plastik-Cerrahi,Istanbul,Sultangazi,Ayşegül Si̇vri̇ Muayenehanesi̇(Ayşegül Sivri),"Barbaros Mah. Dereboyu Cad. Akzambak Sok. Uphill Towers A Blok K:13 D:75 Ataşehir, İstanbul",Yok,2166880894,aysegulsivri@yahoo.com,http://www.aysegulsivri.com,40.995611,29.111215
Plastik-Cerrahi,Istanbul,Sultangazi,Oya Ayla Bayri Muayenehanesi̇(Oya Ayla Bayrı),"Meşrutiyet Mah. Valikonağı Cad. 127 D:1 Şişli, İstanbul",Yok,2122249981,veri yok,veri yok,41.053392,28.993236
Plastik-Cerrahi,Istanbul,Sultangazi,Defne Erkara Muayenehanesi̇(Defne Erkara),"Gayrettepe Mah. Yıldız Posta Cad. 32 D:5 Beşiktaş, İstanbul",Yok,2122967878,defneerkara@gmail.com,http://www.defneerkara.com,41.065555,29.007757
Plastik-Cerrahi,Istanbul,Sultangazi,Özge Ergün Muayenehanesi̇(Özge Ergün),"Teşvikiye Mah. Hakkı Yeten Cad. 11 Fulya Terrace Center D:67 Şişli, İstanbul",Yok,2122155543,mail@ozgeergun.com.tr,http://ozgeergun.com.tr,41.054770728731,28.998909169297
Plastik-Cerrahi,Istanbul,Sultangazi,Oytun İdi̇l Muayenehanesi̇(Oytun İdil),"Halaskargazi Mah. Rumeli Cad. 3 D:1 Şişli, İstanbul",Yok,2122963656,oytunmd@gmail.com,http://www.peniscerrahisi.com,41.051924,28.991092
Plastik-Cerrahi,Istanbul,Sultangazi,Ayhan Numanoğlu,"Altunizade Mah. Nuh Kuyusu Cad. 94 Bağlarbaşı, Üsküdar, İstanbul",Yok,4440353,veri yok,veri yok,41.019802,29.034768
Plastik-Cerrahi,Istanbul,Sultangazi,Mehmet Oğuz,"19 Mayıs Mah. Halaskargazi Cad. Etfal Sok. 19 Şişli, İstanbul",Yok,2123735000,veri yok,veri yok,41.05723,28.990713
Plastik-Cerrahi,Istanbul,Sultangazi,Esteli̇z Plasti̇k Cerrahi̇ Ve Saç Eki̇mi̇- Esteli̇z Sağlik Hi̇zmetleri̇ Ltd.Şti̇. (Mehmet Nasır Bilbay),"Bahçelievler Mah. Yanyol D-100 Sok. 14/B Metroport Rezidans D:402 Bahçelievler, İstanbul",Yok,2124410180,info@esteliz.com,http://www.esteliz.com,40.995286736988,28.862169898136
Plastik-Cerrahi,Istanbul,Sultangazi,Tunç Tiryaki,"Levent Mah. Altzeren Sok. 5 Beşiktaş, İstanbul",Yok,2122829595,veri yok,veri yok,41.077898,29.021462
Plastik-Cerrahi,Istanbul,Sultangazi,Engin Er,"Akat Mah. Gül Sok. 11 1. Söltaş Evleri Beşiktaş, İstanbul",Yok,2122797575,veri yok,veri yok,41.088528,29.020732
Plastik-Cerrahi,Istanbul,Sultangazi,Şafak Aktar,"Levent Mah. Nisbetiye Cad. Aydın Sok. 1 1. Levent, Beşiktaş, İstanbul",Yok,2123256161,veri yok,veri yok,41.072351,29.018254
Plastik-Cerrahi,Istanbul,Sultangazi,Este Aura Plasti̇k Ve Esteti̇k Cerrahi̇ Merkezi̇,"Harbiye Mah. Abdi İpekçi Cad. 29 Atid İş Mrk. K:2 D:3 Şişli, İstanbul",Yok,5304426099,info@esteaura.com,http://esteaura.com,41.049336728773,28.992361440459
Plastik-Cerrahi,Istanbul,Sultangazi,Berfu Babucçu,"Muradiye Mah. Nüzhetiye Cad. Deryadil Sok. 1 Beşiktaş, İstanbul",Yok,2122604040,veri yok,veri yok,41.048833,29.000404
Plastik-Cerrahi,Istanbul,Sultangazi,Ahmet Fevzi̇ Yavaş Muayenehanesi̇,"Süadiye Mah. Bağdat Cad. 370 Ay Apt. D:12 Kadıköy, İstanbul",Yok,2164780917,veri yok,veri yok,40.963037,29.075034
Plastik-Cerrahi,Istanbul,Sultangazi,Muzaffer Altindaş Muayenehanesi̇(Muzaffer Altındaş),"Teşvikiye Mah. Sinoplu Şehit Cemal Sok. 1 Nur Apt. D:8 Şişli, İstanbul",Yok,2122323131,veri yok,veri yok,41.055502,28.996445
Plastik-Cerrahi,Istanbul,Sultangazi,Funda Aköz Saydam,"Barbaros Mah. Hoca Ahmet Yesevi Cad. 149 Güneşli, Bağcılar, İstanbul",Yok,2124890800,veri yok,veri yok,41.03033,28.838308
Plastik-Cerrahi,Istanbul,Sultangazi,Zekeri̇ya Kul Muayenehanesi̇(Zekeriya Kul),"Teşvikiye Mah. Hakkıyeten Cad. 23 Vital Plaza K:5 Fulya, Şişli, İstanbul",Yok,2122414444,info@drkul.com,http://www.drkul.com,41.056153,28.997338
Plastik-Cerrahi,Istanbul,Sultangazi,Mustafa Sütçü,"Göztepe Mah. Tem Avrupa Otoyolu 1 Metin Sok. 4 Bağcılar, İstanbul",Yok,2124607777,veri yok,veri yok,41.058554,28.841472
Plastik-Cerrahi,Istanbul,Sultangazi,Haluk Duman,"Barbaros Mah. Ortabahar Sok. 28/A Ataşehir, İstanbul",Yok,4444276,veri yok,veri yok,40.982524,29.09648
Plastik-Cerrahi,Istanbul,Sultangazi,Zekeriya Tosun,"Ardıçlı Mah. Yeni İstanbul Cad. Alaeddin Keykubat Kampüsü Selçuklu, Konya",Yok,3322415000,veri yok,veri yok,38.022252,32.508609
Plastik-Cerrahi,Istanbul,Sultangazi,İsmail Ermiş,"Levent Mah. Akasyalı Sok. 10 4. Levent, Beşiktaş, İstanbul",Yok,2122881111,info@medisestetik.com,http://www.medisestetik.com,41.086236,29.012452
Plastik-Cerrahi,Istanbul,Sultangazi,Alaaddin Karabacak,"Altunizade Mah. Kısıklı Cad. 7 Üsküdar, İstanbul",Yok,2164745454,veri yok,veri yok,41.023825,29.038665
Plastik-Cerrahi,Istanbul,Sultangazi,Akin Demi̇ralay Muayenehanesi̇,"Harbiye Mah. Abdi İpekçi Cad. 61 Reasürans Han Nişantaşı, Şişli, İstanbul",Yok,2122480808,veri yok,http://www.akindemiralay.com,41.047998,28.994248
Plastik-Cerrahi,Istanbul,Sultangazi,Mehtap Bayramoğlu Muayenehanesi̇(Mehtap Bayramoğlu),"Küçükbakkalköy Mah. Kayışdağı Cad. 308 Flora Residence D:308 Ataşehir, İstanbul",Medikal Estetik Uzmanı,2165763574,drmehtapbayramoglu@gmail.com,http://www.drmehtapbayramoglu.com,40.976522,29.149947
Plastik-Cerrahi,Istanbul,Sultangazi,Alp Esteti̇k- Alpest Esteti̇k Plasti̇k Cerrahi̇ Merkezi̇ Ltd.Şti̇.,"Maslak Mah. Maslak 1453 Sit. T4 Blok Dk:22 Sarıyer, İstanbul",Yok,2122465566,veri yok,veri yok,41.117559,29.008832
Plastik-Cerrahi,Istanbul,Sultangazi,Mert Demi̇rel Muayenehanesi̇(Mert Demirel),"Barbaros Mah. Karanfil Sok. 109 Varyap Meridian Sit. B Blok Ataşehir, İstanbul",Yok,2165041810,veri yok,http://www.mertdemirel.com,41.000582,29.101783
Plastik-Cerrahi,Istanbul,Sultangazi,Emine Ayla Gökçe,"Atakent Mah. Turgut Özal Cad. 1 Küçükçekmece, İstanbul",Yok,2124041500,veri yok,veri yok,41.034209,28.778527
Plastik-Cerrahi,Istanbul,Sultangazi,İlker Manavbaşi Muayenehanesi̇(Recep Cangır),"Teşvikiye Mah. Hakkı Yeten Cad. 11 Terrace Fulya Center 1 K:16 D:99 Şişli, İstanbul",Yok,2122479374,info@drilkermanavbasi.com,http://www.drilkermanavbasi.com,41.054795,28.998995
Plastik-Cerrahi,Istanbul,Sultangazi,Ayşin Karasoy Yeşilada,"Göztepe Mah. Tem Avrupa Yolu 1 Bağcılar, İstanbul",Yok,2124607777,veri yok,veri yok,41.063901,28.834817
Plastik-Cerrahi,Istanbul,Sultangazi,Ahmet Sönmez Muayenehanesi̇(Ahmet Sönmez),"Fulya Mah. Yeşilçimen Sok. Polat Tower Residence D:447 Şişli, İstanbul",Yok,2122667300,veri yok,veri yok,41.056487,28.999518
Plastik-Cerrahi,Istanbul,Sultangazi,Selma Sönmez Ergün,"Yalı Mah. Sahil Yolu Sok. 16 Dragos, Maltepe, İstanbul",Yok,2162516565,veri yok,veri yok,40.910328,29.138859
Plastik-Cerrahi,Istanbul,Sultangazi,Muhammed Beşir Öztürk,"Göztepe Mah. Dr. Erkin Cad. 1 Kadıköy, İstanbul",Yok,2165664000,veri yok,veri yok,40.976888,29.068962
Plastik-Cerrahi,Istanbul,Sultangazi,Andaç Aykan,"Koşuyolu Mah. Koşuyolu Cad. 168 Kadıköy, İstanbul",Yok,2165785000,veri yok,veri yok,41.003839,29.031769
Plastik-Cerrahi,Istanbul,Sultangazi,Atilla Zenciroğlu,"Petroliş Mah. Üsküdar Cad. 45 Kartal, İstanbul",El Cerrahisi Uzmanı,2169119191,veri yok,veri yok,40.890603,29.177796
Plastik-Cerrahi,Istanbul,Sultangazi,The Clinic(Seyfi Akbay),"Kuruçeşme Mah. Zorlu Center Teras Evler K:1 Beşiktaş, İstanbul",Yok,2123526464,info@theclinic.com.tr,http://www.theclinic.com.tr,41.058023,29.035501
Plastik-Cerrahi,Istanbul,Sultangazi,Gökhan Beyhan Muayenehanesi̇,"Levent Mah. Nispetiye Cad. 12 Beşiktaş, İstanbul",Yok,5053983086,gokhanbeyhan@gokhanbeyhan.com,http://gokhanbeyhan.com,41.074528,29.016882
Plastik-Cerrahi,Istanbul,Sultangazi,Özel Bliss Maçka Poli̇kli̇ni̇ği̇- Yale Esteti̇k Plasti̇k Cerrahi̇ Ve Lazer Tedavi̇ Merkezi̇ San.Ti̇c.Ltd.Şti̇.,"Harbiye Mah. Maçka Cad. Tuncer Apt. K:2 Nişantaşı, Şişli, İstanbul",Yok,2122314690,info@blissistanbul.com,http://www.blissistanbul.com,41.04697302,28.99422288
Plastik-Cerrahi,Istanbul,Sultangazi,Mehmet Fati̇h Şi̇ri̇n Muayenehanesi̇(Mehmet Fatih Şirin),"Harbiye Mah. Maçka Cad. 33 Şişli, İstanbul",Yok,2122155416,fatih@fatihsirin.com,http://fatihsirin.com,41.047535,28.994147
Plastik-Cerrahi,Istanbul,Sultangazi,Özel Fbm Esteti̇k Tip Merkezi̇- Fbm Lazer Esteti̇k Plasti̇k Cerrahi̇ Kli̇ni̇ği̇ San. Ve Ti̇c.Ltd.Şti̇. (Hayati Akbaş),"Fulya Mah. Yeşil Çimen Sok. 4 Polat Tower Residence Şişli, İstanbul",Yok,2122667075,info@fbm.com.tr,http://www.fbm.com.tr,41.057112,29.000347
Plastik-Cerrahi,Istanbul,Sultangazi,Ayli̇n Bi̇lgi̇n Karabulut Muayenehanesi̇(Nezihe Aylin Karabulut),"Levazım Mah. Koru Sok. 2 Zorlu Center Teras Evler Zincirlikuyu, Beşiktaş, İstanbul",Yok,2122752115,info@aylinbilginkarabulut.com,http://www.aylinbilginkarabulut.com,41.067897,29.015313
Plastik-Cerrahi,Istanbul,Sultangazi,Ayşegül Saltat Muayenehanesi̇- Form Lazer Epi̇lasyon Ve Esteti̇k Lazer Uygulamalari Sağlik Ve Eği̇ti̇m Hi̇zmetleri̇ Ti̇c.Ltd.Şti̇.,"Göztepe Mah. Bağdat Cad. 225 Palmiye İş Mrk. Kadıköy, İstanbul",Yok,2163696655,info@aysegulsaltat.com,http://www.aysegulsaltat.com,40.9723,29.058983
Plastik-Cerrahi,Istanbul,Sultangazi,İlhan Serdaroğlu Muayenehanesi̇(Mehtap Serdaroğlu),"Süadiye Mah. Bağdat Cad. 433 Kadıköy, İstanbul",Yok,2164450045,info@ilhanserdaroglu.com,http://www.ilhanserdaroglu.com,40.959923,29.081749
Plastik-Cerrahi,Istanbul,Sultangazi,Teoman Doğan Muayenehanesi̇(Teoman Doğan),"Harbiye Mah. Vali Konağı Cad. Sezai Selek Sok. 20 Nur Apt. D:4 Şişli, İstanbul",Yok,2122196719,mail@teomandogan.com.tr,http://www.teomandogan.com.tr,41.053832,28.995554
Plastik-Cerrahi,Istanbul,Sultangazi,Ci̇hat Nazmi̇ Baran Muayenehanesi̇(Cihat Nazmi Baran),"Teşvikiye Mah. Hakkı Yeten Cad. 23 Şişli, İstanbul",Yok,2122155388,cihat.baran@gmail.com,veri yok,41.056153,28.997338
Plastik-Cerrahi,Istanbul,Sultangazi,Reşat Burak Kayan,"Topkapı Mah. Adnan Menderes Blv. Vatan Cad. 1 Fatih, İstanbul",Yok,2124531700,veri yok,veri yok,41.010422,28.948816
